posting_date,work_year,job_title,ai_role_category,experience_level,employment_type,salary_usd,salary_band,company_location,region,employee_residence,remote_type,company_size,industry,ai_tools_required,yoy_demand_change,high_demand,ai_disruption_risk,data_note
2025-11-22,2025,Generative AI Engineer,NLP / LLM,Senior,Full-Time,237749.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Automotive,"Python, Prompt Engineering, GPT-4, Claude API",0.43,True,Low,extrapolated
2025-09-14,2025,AI Engineer,AI Research,Entry Level,Full-Time,127382.0,$120K-$180K,Nigeria,Africa,Nigeria,Remote,Medium (50-250),Technology,"Python, PyTorch, Weights & Biases, Hydra",0.28,True,Low,extrapolated
2025-11-18,2025,LLMOps Engineer,MLOps / AI Infra,Mid Level,Full-Time,163068.0,$120K-$180K,United States,North America,United States,On-site,Small (<50),Consulting,"Python, SageMaker, MLflow, Lambda",0.33,True,Low,extrapolated
2025-01-07,2025,AI Infrastructure Engineer,MLOps / AI Infra,Executive,Full-Time,277765.0,$250K+,France,Europe,France,Hybrid,Medium (50-250),Technology,"Python, Weights & Biases, DVC, Git",0.33,True,Low,extrapolated
2025-07-08,2025,Generative AI Engineer,NLP / LLM,Senior,Full-Time,214988.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, PyTorch, Hugging Face, LangChain",0.43,True,Low,extrapolated
2025-10-12,2025,Retrieval Engineer,NLP / LLM,Senior,Full-Time,246467.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, LangSmith, Ollama, RAG",0.43,True,Low,extrapolated
2025-03-03,2025,AI Infrastructure Engineer,MLOps / AI Infra,Senior,Full-Time,268484.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Seldon, Kubernetes, Gemini API",0.33,True,Low,extrapolated
2025-10-20,2025,AI Engineer,AI Research,Mid Level,Full-Time,164288.0,$120K-$180K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, PyTorch, Gymnasium, RAG",0.28,True,Low,extrapolated
2025-01-23,2025,AI Engineer,AI Research,Senior,Full-Time,249685.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),Education,"Python, TensorFlow, LlamaIndex, NumPy",0.28,True,Low,extrapolated
2025-06-24,2025,Multimodal AI Engineer,Computer Vision,Mid Level,Full-Time,185434.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, OpenCV, PyTorch, YOLO",0.23,True,Low,extrapolated
2025-10-19,2025,MLOps Engineer,MLOps / AI Infra,Senior,Full-Time,207313.0,$180K-$250K,Netherlands,Europe,Netherlands,Hybrid,Small (<50),Technology,"LangChain, ZenML, MLflow, GKE",0.33,True,Low,extrapolated
2025-12-01,2025,LLM Engineer,NLP / LLM,Senior,Full-Time,237708.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),Consulting,"Gemini API, Prompt Engineering, GPT-4, Claude API",0.43,True,Low,extrapolated
2025-05-05,2025,MLOps Engineer,MLOps / AI Infra,Senior,Full-Time,226173.0,$180K-$250K,India,Asia Pacific,India,On-site,Medium (50-250),Technology,"Python, Metaflow, AWS Batch, S3",0.33,True,Low,extrapolated
2025-11-17,2025,Multimodal AI Engineer,Computer Vision,Mid Level,Full-Time,188288.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Stable Diffusion, Diffusers, ControlNet",0.23,True,Low,extrapolated
2025-02-08,2025,Generative AI Engineer,NLP / LLM,Senior,Full-Time,253337.0,$250K+,Spain,Europe,Spain,Hybrid,Large (250+),Finance,"Python, Cohere API, LangChain, Qdrant",0.43,True,Low,extrapolated
2025-11-16,2025,AI Infrastructure Engineer,MLOps / AI Infra,Mid Level,Full-Time,184516.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Finance,"LangChain, MLflow, Kubernetes, Docker",0.33,True,Low,extrapolated
2025-10-16,2025,AI Engineer,AI Research,Senior,Full-Time,252768.0,$250K+,India,Asia Pacific,India,On-site,Large (250+),Technology,"Python, JAX, Claude API, Mechanistic Interpretability",0.28,True,Low,extrapolated
2025-04-23,2025,AI Engineer,AI Research,Senior,Full-Time,256047.0,$250K+,United States,North America,United States,On-site,Large (250+),Technology,"Python, CUDA, C++, PyTorch",0.28,True,Low,extrapolated
2025-02-27,2025,Retrieval Engineer,NLP / LLM,Senior,Full-Time,225451.0,$180K-$250K,Singapore,Asia Pacific,Singapore,Hybrid,Medium (50-250),Technology,"Python, Gemini API, LangGraph, LlamaIndex",0.43,True,Low,extrapolated
2025-08-25,2025,Generative AI Engineer,NLP / LLM,Executive,Full-Time,305057.0,$250K+,UAE,Middle East,UAE,Remote,Medium (50-250),Technology,"LlamaIndex, GPT-4V, LangChain, Chroma",0.43,True,Low,extrapolated
2025-08-30,2025,LLM Engineer,NLP / LLM,Mid Level,Full-Time,161097.0,$120K-$180K,Israel,Middle East,Israel,On-site,Medium (50-250),Technology,"Python, T5, BART, Seq2Seq",0.43,True,Low,extrapolated
2025-11-28,2025,MLOps Engineer,MLOps / AI Infra,Mid Level,Full-Time,147412.0,$120K-$180K,United Kingdom,Europe,United Kingdom,Remote,Medium (50-250),E-Commerce,"Python, Helm, Argo CD, Kubernetes",0.33,True,Low,extrapolated
2025-01-13,2025,AI Infrastructure Engineer,MLOps / AI Infra,Senior,Full-Time,238657.0,$180K-$250K,United States,North America,United States,Hybrid,Small (<50),Technology,"Python, SageMaker, MLflow, GPT-4",0.33,True,Low,extrapolated
2025-10-15,2025,LLMOps Engineer,MLOps / AI Infra,Mid Level,Full-Time,182216.0,$180K-$250K,United States,North America,United States,Remote,Small (<50),Technology,"Python, ZenML, LangSmith, GKE",0.33,True,Low,extrapolated
2025-01-14,2025,AI Infrastructure Engineer,MLOps / AI Infra,Senior,Part-Time,215155.0,$180K-$250K,India,Asia Pacific,India,Remote,Medium (50-250),Finance,"Python, Grafana, Pinecone, FastAPI",0.33,True,Low,extrapolated
2025-04-22,2025,AI Product Manager,Leadership,Entry Level,Full-Time,128810.0,$120K-$180K,United States,North America,United States,Remote,Large (250+),Technology,"Python, SQL, Power BI, Weaviate",0.08,False,Medium,extrapolated
2025-10-25,2025,LLM Engineer,NLP / LLM,Senior,Full-Time,210871.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),E-Commerce,"Python, Anthropic API, LlamaIndex, Weaviate",0.43,True,Low,extrapolated
2025-06-29,2025,LLM Engineer,NLP / LLM,Senior,Full-Time,265175.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, BERT, RoBERTa, Sentence Transformers",0.43,True,Low,extrapolated
2025-06-12,2025,AI Infrastructure Engineer,MLOps / AI Infra,Executive,Full-Time,344035.0,$250K+,India,Asia Pacific,India,Hybrid,Large (250+),Education,"Python, Kubeflow, Airflow, AWS",0.33,True,Low,extrapolated
2025-11-10,2025,LLMOps Engineer,MLOps / AI Infra,Senior,Full-Time,237232.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Weights & Biases, DVC, Weaviate",0.33,True,Low,extrapolated
2025-04-07,2025,AI Data Curator,Data Engineering,Mid Level,Full-Time,122927.0,$120K-$180K,Canada,North America,Canada,Remote,Large (250+),Healthcare,"Python, Luigi, Hive, Gemini API",0.16,True,High,extrapolated
2025-09-01,2025,AI Infrastructure Engineer,MLOps / AI Infra,Mid Level,Full-Time,158189.0,$120K-$180K,Australia,Asia Pacific,Australia,Hybrid,Medium (50-250),Technology,"LangFuse, Azure ML, MLflow, AKS",0.33,True,Low,extrapolated
2025-09-26,2025,AI Data Curator,Data Engineering,Senior,Full-Time,155879.0,$120K-$180K,United States,North America,United States,Remote,Large (250+),Technology,"Python, GCP Dataflow, BigQuery, Pub/Sub",0.16,True,High,extrapolated
2025-03-16,2025,LLM Engineer,NLP / LLM,Senior,Full-Time,212327.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, Hugging Face, TRL, Claude API, LoRA",0.43,True,Low,extrapolated
2025-12-19,2025,Retrieval Engineer,NLP / LLM,Executive,Full-Time,290937.0,$250K+,Canada,North America,Canada,Remote,Large (250+),Technology,"Python, GPT-4 API, LangChain, FAISS",0.43,True,Low,extrapolated
2025-05-12,2025,Generative AI Engineer,NLP / LLM,Senior,Full-Time,212834.0,$180K-$250K,United States,North America,United States,Remote,Large (250+),Technology,"Python, Prompt Engineering, GPT-4, Claude API",0.43,True,Low,extrapolated
2025-01-17,2025,LLMOps Engineer,MLOps / AI Infra,Mid Level,Full-Time,191284.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, Triton, TensorRT, CUDA",0.33,True,Low,extrapolated
2025-07-03,2025,AI Safety Researcher,AI Research,Senior,Full-Time,212958.0,$180K-$250K,Canada,North America,Canada,Hybrid,Medium (50-250),E-Commerce,"Python, Anthropic API, PyTorch, RLHF",0.28,True,Low,extrapolated
2025-08-01,2025,AI Safety Researcher,AI Research,Senior,Part-Time,246036.0,$180K-$250K,United Kingdom,Europe,United Kingdom,Hybrid,Medium (50-250),Technology,"Python, PyTorch, Weights & Biases, Hydra",0.28,True,Low,extrapolated
2025-08-22,2025,LLM Engineer,NLP / LLM,Executive,Full-Time,287754.0,$250K+,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Anthropic API, LlamaIndex, Weaviate",0.43,True,Low,extrapolated
2025-09-11,2025,Generative AI Engineer,NLP / LLM,Senior,Full-Time,251397.0,$250K+,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, LangFuse, LangChain, FAISS",0.43,True,Low,extrapolated
2025-11-10,2025,MLOps Engineer,MLOps / AI Infra,Executive,Full-Time,296538.0,$250K+,Pakistan,Asia Pacific,Pakistan,Remote,Medium (50-250),Technology,"Python, Ray, MLflow, GPT-4",0.33,True,Low,extrapolated
2025-02-21,2025,Retrieval Engineer,NLP / LLM,Mid Level,Full-Time,187650.0,$180K-$250K,Switzerland,Europe,Switzerland,Remote,Large (250+),Technology,"Python, GPT-4 API, LangChain, FAISS",0.43,True,Low,extrapolated
2025-02-10,2025,AI Safety Researcher,AI Research,Senior,Full-Time,247504.0,$180K-$250K,United States,North America,United States,On-site,Large (250+),Technology,"Python, PyTorch, Weights & Biases, Hydra",0.28,True,Low,extrapolated
2025-10-07,2025,AI Product Manager,Leadership,Senior,Full-Time,223399.0,$180K-$250K,United Kingdom,Europe,United Kingdom,Remote,Medium (50-250),Technology,"Python, SQL, GPT-4, Notion",0.08,False,Medium,extrapolated
2025-07-04,2025,AI Product Manager,Leadership,Senior,Full-Time,214087.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Healthcare,"LangChain, Looker, Jira, Notion",0.08,False,Medium,extrapolated
2025-03-30,2025,Generative AI Engineer,NLP / LLM,Senior,Full-Time,271025.0,$250K+,United States,North America,United States,Hybrid,Medium (50-250),Healthcare,"Python, Anthropic API, LlamaIndex, Weaviate",0.43,True,Low,extrapolated
2025-09-24,2025,AI Infrastructure Engineer,MLOps / AI Infra,Senior,Full-Time,215686.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),E-Commerce,"Weaviate, Triton, TensorRT, CUDA",0.33,True,Low,extrapolated
2025-02-11,2025,Generative AI Engineer,NLP / LLM,Entry Level,Full-Time,144675.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Automotive,"Python, OpenAI API, LangChain, Pinecone",0.43,True,Low,extrapolated
2025-10-11,2025,Generative AI Engineer,NLP / LLM,Mid Level,Full-Time,162319.0,$120K-$180K,Canada,North America,Canada,Remote,Medium (50-250),Technology,"Python, Hugging Face, TRL, PEFT, Pinecone",0.43,True,Low,extrapolated
2025-08-01,2025,AI Engineer,AI Research,Senior,Full-Time,250131.0,$250K+,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, PyTorch, DeepSpeed, Gemini API",0.28,True,Low,extrapolated
2025-08-08,2025,AI Safety Researcher,AI Research,Mid Level,Full-Time,189539.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),E-Commerce,"Python, PyTorch, Diffusers, Accelerate",0.28,True,Low,extrapolated
2025-02-11,2025,AI Infrastructure Engineer,MLOps / AI Infra,Mid Level,Full-Time,198758.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, BentoML, Docker, GPT-4",0.33,True,Low,extrapolated
2025-12-14,2025,LLM Engineer,NLP / LLM,Senior,Full-Time,227046.0,$180K-$250K,United States,North America,United States,Remote,Large (250+),Technology,"Python, Transformers, BERT, LangSmith",0.43,True,Low,extrapolated
2025-05-27,2025,MLOps Engineer,MLOps / AI Infra,Senior,Full-Time,211598.0,$180K-$250K,United Kingdom,Europe,United Kingdom,Hybrid,Medium (50-250),Technology,"Python, GPT-4, TFX, Kubeflow",0.33,True,Low,extrapolated
2025-05-06,2025,Generative AI Engineer,NLP / LLM,Senior,Full-Time,251272.0,$250K+,Australia,Asia Pacific,Australia,Hybrid,Medium (50-250),Technology,"Pinecone, PyTorch, Hugging Face, LangChain",0.43,True,Low,extrapolated
2025-01-05,2025,Multimodal AI Engineer,Computer Vision,Mid Level,Full-Time,183748.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, OpenCV, PyTorch, YOLO",0.23,True,Low,extrapolated
2025-05-07,2025,Generative AI Engineer,NLP / LLM,Mid Level,Full-Time,193162.0,$180K-$250K,Singapore,Asia Pacific,Singapore,On-site,Small (<50),Technology,"Python, BERT, RoBERTa, Sentence Transformers",0.43,True,Low,extrapolated
2025-08-24,2025,Generative AI Engineer,NLP / LLM,Mid Level,Full-Time,161002.0,$120K-$180K,Australia,Asia Pacific,Australia,Hybrid,Medium (50-250),Technology,"Python, GPT-4 API, LangFuse, FAISS",0.43,True,Low,extrapolated
2025-11-29,2025,LLM Engineer,NLP / LLM,Senior,Full-Time,250153.0,$250K+,Canada,North America,Canada,On-site,Medium (50-250),Healthcare,"Python, OpenAI API, LangChain, Pinecone",0.43,True,Low,extrapolated
2025-03-10,2025,Generative AI Engineer,NLP / LLM,Senior,Full-Time,244445.0,$180K-$250K,UAE,Middle East,UAE,On-site,Medium (50-250),Technology,"Python, Transformers, BERT, NLTK",0.43,True,Low,extrapolated
2025-10-19,2025,LLM Engineer,NLP / LLM,Mid Level,Full-Time,192284.0,$180K-$250K,United States,North America,United States,On-site,Large (250+),Media & Entertainment,"Python, T5, BART, Seq2Seq",0.43,True,Low,extrapolated
2025-09-17,2025,Retrieval Engineer,NLP / LLM,Senior,Full-Time,227764.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, vLLM, LlamaIndex, LangSmith",0.43,True,Low,extrapolated
2025-07-13,2025,MLOps Engineer,MLOps / AI Infra,Senior,Full-Time,240285.0,$180K-$250K,United States,North America,United States,Hybrid,Large (250+),Healthcare,"Gemini API, LangSmith, LangFuse, Prometheus",0.33,True,Low,extrapolated
2025-11-28,2025,LLM Engineer,NLP / LLM,Senior,Full-Time,255896.0,$250K+,India,Asia Pacific,India,On-site,Medium (50-250),Finance,"Python, Hugging Face, TRL, PEFT, Pinecone",0.43,True,Low,extrapolated
2025-04-20,2025,LLMOps Engineer,MLOps / AI Infra,Senior,Full-Time,222269.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Healthcare,"Python, Claude API, MLflow, FastAPI",0.33,True,Low,extrapolated
2025-10-28,2025,LLM Engineer,NLP / LLM,Senior,Full-Time,204698.0,$180K-$250K,South Korea,Asia Pacific,South Korea,Remote,Medium (50-250),Technology,"Python, spaCy, Gensim, FastAPI",0.43,True,Low,extrapolated
2025-02-16,2025,LLMOps Engineer,MLOps / AI Infra,Executive,Full-Time,304011.0,$250K+,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, Triton, TensorRT, CUDA",0.33,True,Low,extrapolated
2025-01-09,2025,MLOps Engineer,MLOps / AI Infra,Senior,Full-Time,198132.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Education,"Python, Ray, Claude API, FastAPI",0.33,True,Low,extrapolated
2025-09-26,2025,MLOps Engineer,MLOps / AI Infra,Senior,Full-Time,239573.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Weaviate, LangSmith, LangFuse, Prometheus",0.33,True,Low,extrapolated
2025-12-17,2025,AI Data Curator,Data Engineering,Senior,Full-Time,160675.0,$120K-$180K,Netherlands,Europe,Netherlands,On-site,Large (250+),Finance,"Python, Airbyte, dbt, LangSmith",0.16,True,High,extrapolated
2025-07-22,2025,MLOps Engineer,MLOps / AI Infra,Executive,Full-Time,246890.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),E-Commerce,"GPT-4, Metaflow, AWS Batch, S3",0.33,True,Low,extrapolated
2025-05-31,2025,Prompt Engineer,NLP / LLM,Senior,Full-Time,164647.0,$120K-$180K,United Kingdom,Europe,United Kingdom,Hybrid,Medium (50-250),Technology,"Python, GPT-4, LangChain, Qdrant",0.43,True,Medium,extrapolated
2025-09-20,2025,LLMOps Engineer,MLOps / AI Infra,Senior,Full-Time,241922.0,$180K-$250K,Canada,North America,Canada,Hybrid,Large (250+),Technology,"Python, Weights & Biases, DVC, Git",0.33,True,Low,extrapolated
2025-07-30,2025,Prompt Engineer,NLP / LLM,Mid Level,Full-Time,136634.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, OpenAI API, LangChain, Pinecone",0.43,True,Medium,extrapolated
2025-10-11,2025,AI Data Curator,Data Engineering,Senior,Full-Time,139174.0,$120K-$180K,Canada,North America,Canada,On-site,Medium (50-250),Technology,"Python, Trino, Iceberg, MinIO",0.16,True,High,extrapolated
2025-11-27,2025,AI Engineer,AI Research,Mid Level,Full-Time,159218.0,$120K-$180K,United States,North America,United States,On-site,Large (250+),Media & Entertainment,"Python, OpenAI API, PyTorch, DPO",0.28,True,Low,extrapolated
2025-03-06,2025,LLM Engineer,NLP / LLM,Senior,Part-Time,230005.0,$180K-$250K,United States,North America,United States,Hybrid,Small (<50),Technology,"Python, RAG, LlamaIndex, LangSmith",0.43,True,Low,extrapolated
2025-08-31,2025,AI Engineer,AI Research,Senior,Full-Time,233217.0,$180K-$250K,United Kingdom,Europe,United Kingdom,On-site,Large (250+),Finance,"Python, Anthropic API, PyTorch, RLHF",0.28,True,Low,extrapolated
2025-09-15,2025,Prompt Engineer,NLP / LLM,Senior,Full-Time,185729.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Healthcare,"Python, OpenAI API, LangChain, Pinecone",0.43,True,Medium,extrapolated
2025-09-06,2025,MLOps Engineer,MLOps / AI Infra,Senior,Full-Time,237316.0,$180K-$250K,United States,North America,United States,On-site,Small (<50),Healthcare,"Python, Helm, LangFuse, Kubernetes",0.33,True,Low,extrapolated
2025-05-31,2025,Prompt Engineer,NLP / LLM,Senior,Full-Time,162008.0,$120K-$180K,United Kingdom,Europe,United Kingdom,Hybrid,Large (250+),Technology,"Python, GPT-4V, LangChain, Chroma",0.43,True,Medium,extrapolated
2025-04-20,2025,Generative AI Engineer,NLP / LLM,Senior,Full-Time,260775.0,$250K+,France,Europe,France,Hybrid,Medium (50-250),Consulting,"Python, GPT-4 API, LangChain, GPT-4",0.43,True,Low,extrapolated
2025-08-29,2025,LLMOps Engineer,MLOps / AI Infra,Senior,Full-Time,222704.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Weights & Biases, DVC, LlamaIndex",0.33,True,Low,extrapolated
2025-07-02,2025,LLMOps Engineer,MLOps / AI Infra,Mid Level,Full-Time,178411.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Grafana, Prometheus, FastAPI",0.33,True,Low,extrapolated
2025-09-22,2025,AI Data Curator,Data Engineering,Senior,Full-Time,165641.0,$120K-$180K,Sweden,Europe,Sweden,Hybrid,Medium (50-250),Healthcare,"Scala, Spark, Kafka, HDFS",0.16,True,High,extrapolated
2025-07-19,2025,Generative AI Engineer,NLP / LLM,Mid Level,Full-Time,166130.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Consulting,"Python, T5, BART, Seq2Seq",0.43,True,Low,extrapolated
2025-02-28,2025,AI Data Curator,Data Engineering,Senior,Part-Time,140013.0,$120K-$180K,United States,North America,United States,Remote,Small (<50),Technology,"Python, Luigi, Hive, Presto",0.16,True,High,extrapolated
2025-01-26,2025,MLOps Engineer,MLOps / AI Infra,Mid Level,Full-Time,145543.0,$120K-$180K,India,Asia Pacific,India,Hybrid,Medium (50-250),Technology,"Python, LangSmith, LangFuse, Prometheus",0.33,True,Low,extrapolated
2025-07-28,2025,AI Engineer,AI Research,Senior,Full-Time,237960.0,$180K-$250K,Poland,Europe,Poland,On-site,Medium (50-250),Media & Entertainment,"GPT-4, Anthropic API, PyTorch, RLHF",0.28,True,Low,extrapolated
2025-11-15,2025,Generative AI Engineer,NLP / LLM,Senior,Full-Time,219517.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Finance,"Python, spaCy, Gensim, FastAPI",0.43,True,Low,extrapolated
2025-08-24,2025,LLM Engineer,NLP / LLM,Senior,Full-Time,261793.0,$250K+,United States,North America,United States,Remote,Medium (50-250),Manufacturing,"Python, GPT-4 API, LangChain, FAISS",0.43,True,Low,extrapolated
2025-06-04,2025,AI Data Curator,Data Engineering,Senior,Full-Time,149571.0,$120K-$180K,Australia,Asia Pacific,Australia,On-site,Medium (50-250),E-Commerce,"Python, Spark, Delta Lake, MLflow",0.16,True,High,extrapolated
2025-06-22,2025,AI Product Manager,Leadership,Senior,Full-Time,237454.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),Healthcare,"SQL, Looker, Jira, Notion",0.08,False,Medium,extrapolated
2025-06-04,2025,Generative AI Engineer,NLP / LLM,Senior,Contract,242854.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Cohere API, LangChain, Qdrant",0.43,True,Low,extrapolated
2025-03-03,2025,MLOps Engineer,MLOps / AI Infra,Entry Level,Full-Time,121011.0,$120K-$180K,United States,North America,United States,Hybrid,Large (250+),Technology,"Python, Triton, TensorRT, Pinecone",0.33,True,Low,extrapolated
2025-04-02,2025,Prompt Engineer,NLP / LLM,Senior,Full-Time,176879.0,$120K-$180K,United States,North America,United States,Hybrid,Large (250+),Technology,"Python, Mistral, Ollama, LangChain",0.43,True,Medium,extrapolated
2025-06-08,2025,MLOps Engineer,MLOps / AI Infra,Senior,Full-Time,220377.0,$180K-$250K,United States,North America,United States,On-site,Large (250+),Healthcare,"Python, Weights & Biases, DVC, Git",0.33,True,Low,extrapolated
2025-06-19,2025,AI Safety Researcher,AI Research,Senior,Full-Time,229286.0,$180K-$250K,France,Europe,France,Hybrid,Large (250+),Technology,"Python, PyTorch, GPT-4, Accelerate",0.28,True,Low,extrapolated
2025-09-27,2025,AI Infrastructure Engineer,MLOps / AI Infra,Executive,Full-Time,309425.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Grafana, Prometheus, LlamaIndex",0.33,True,Low,extrapolated
2025-02-17,2025,MLOps Engineer,MLOps / AI Infra,Senior,Full-Time,223228.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, ZenML, MLflow, GKE",0.33,True,Low,extrapolated
2025-08-07,2025,MLOps Engineer,MLOps / AI Infra,Mid Level,Full-Time,182903.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Ray, MLflow, FastAPI",0.33,True,Low,extrapolated
2025-08-04,2025,LLMOps Engineer,MLOps / AI Infra,Senior,Full-Time,206862.0,$180K-$250K,United States,North America,United States,Remote,Large (250+),Healthcare,"Python, Metaflow, AWS Batch, S3",0.33,True,Low,extrapolated
2025-04-27,2025,LLM Engineer,NLP / LLM,Senior,Part-Time,226692.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Automotive,"Python, BERT, RoBERTa, Sentence Transformers",0.43,True,Low,extrapolated
2025-04-01,2025,LLMOps Engineer,MLOps / AI Infra,Executive,Full-Time,295497.0,$250K+,Switzerland,Europe,Switzerland,On-site,Medium (50-250),Technology,"Python, BentoML, LlamaIndex, Prometheus",0.33,True,Low,extrapolated
2025-05-31,2025,AI Data Curator,Data Engineering,Senior,Full-Time,153233.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Education,"LangFuse, dbt, Airflow, Snowflake",0.16,True,High,extrapolated
2025-03-31,2025,AI Infrastructure Engineer,MLOps / AI Infra,Senior,Full-Time,258132.0,$250K+,United Kingdom,Europe,United Kingdom,On-site,Medium (50-250),Technology,"Python, Seldon, Kubernetes, Istio",0.33,True,Low,extrapolated
2025-06-04,2025,AI Engineer,AI Research,Senior,Full-Time,250364.0,$250K+,India,Asia Pacific,India,On-site,Medium (50-250),Healthcare,"Python, TensorFlow, TPU, NumPy",0.28,True,Low,extrapolated
2025-06-01,2025,AI Safety Researcher,AI Research,Mid Level,Full-Time,192005.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, JAX, PyTorch, GPT-4",0.28,True,Low,extrapolated
2025-06-12,2025,AI Product Manager,Leadership,Mid Level,Full-Time,186975.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, LangChain, Excel, PowerPoint",0.08,False,Medium,extrapolated
2025-12-17,2025,AI Product Manager,Leadership,Senior,Full-Time,235376.0,$180K-$250K,Ireland,Europe,Ireland,Remote,Medium (50-250),Healthcare,"SQL, Looker, Jira, Notion",0.08,False,Medium,extrapolated
2025-09-14,2025,LLM Engineer,NLP / LLM,Senior,Full-Time,240538.0,$180K-$250K,United States,North America,United States,On-site,Large (250+),Technology,"Python, Gemini API, LangGraph, Redis",0.43,True,Low,extrapolated
2025-02-27,2025,LLMOps Engineer,MLOps / AI Infra,Senior,Full-Time,210645.0,$180K-$250K,Netherlands,Europe,Netherlands,Remote,Medium (50-250),Finance,"Python, Seldon, Kubernetes, Istio",0.33,True,Low,extrapolated
2025-12-18,2025,Retrieval Engineer,NLP / LLM,Mid Level,Full-Time,172772.0,$120K-$180K,United States,North America,United States,Remote,Large (250+),Healthcare,"Python, Gemini API, LangChain, Pinecone",0.43,True,Low,extrapolated
2025-05-21,2025,AI Engineer,AI Research,Senior,Full-Time,254029.0,$250K+,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, PyTorch, LangChain, FSDP",0.28,True,Low,extrapolated
2025-01-01,2025,Generative AI Engineer,NLP / LLM,Entry Level,Part-Time,121058.0,$120K-$180K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, spaCy, Gemini API, FastAPI",0.43,True,Low,extrapolated
2025-07-11,2025,MLOps Engineer,MLOps / AI Infra,Senior,Full-Time,231254.0,$180K-$250K,Canada,North America,Canada,Hybrid,Small (<50),Healthcare,"Python, SageMaker, MLflow, Lambda",0.33,True,Low,extrapolated
2025-11-16,2025,LLMOps Engineer,MLOps / AI Infra,Senior,Full-Time,198238.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, Kubeflow, Airflow, AWS",0.33,True,Low,extrapolated
2025-01-13,2025,Generative AI Engineer,NLP / LLM,Senior,Full-Time,223946.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, OpenAI API, LangChain, Pinecone",0.43,True,Low,extrapolated
2025-01-13,2025,AI Product Manager,Leadership,Entry Level,Full-Time,117223.0,$80K-$120K,United States,North America,United States,Remote,Small (<50),Media & Entertainment,"Python, SQL, GPT-4, Notion",0.08,False,Medium,extrapolated
2025-11-16,2025,Retrieval Engineer,NLP / LLM,Senior,Contract,241017.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Healthcare,"RAG, GPT-4V, LangChain, Chroma",0.43,True,Low,extrapolated
